folioviv,foliohog,tam_loc,educa_jefe,celular,tv_paga,conex_inte,num_auto,num_tosta,num_lavad,num_compu,ing_cor,factor
0100003801,1,100 mil+,10,Si,Si,Si,2,1,1,1,100696.7,247
0100003802,1,100 mil+,10,Si,No,No,1,0,1,0,146616.16,247
0100003803,1,100 mil+,10,Si,Si,Si,1,0,1,1,94622.95,247
0100003804,1,100 mil+,11,Si,Si,Si,3,1,1,1,58278.65,247
0100003805,1,100 mil+,10,Si,No,Si,1,0,1,2,57295.07,247
0100010401,1,100 mil+,10,Si,Si,Si,2,0,1,1,149554.7,200
0100010402,1,100 mil+,11,Si,Si,Si,0,0,1,0,33841.02,200
0100010404,1,100 mil+,10,No,Si,No,0,0,1,0,22472.93,200
0100010405,1,100 mil+,08,Si,Si,Si,1,0,1,1,74905.9,200
0100010406,1,100 mil+,10,Si,Si,Si,1,0,1,2,62057.98,200
0100027701,1,100 mil+,10,Si,Si,Si,3,1,1,4,637910.94,205
0100027702,1,100 mil+,04,Si,Si,Si,1,0,2,1,88682.93,205
0100027703,1,100 mil+,03,Si,No,No,0,0,1,0,26416.55,205
0100027706,1,100 mil+,10,Si,Si,Si,1,0,1,1,58667.82,205
0100031901,1,100 mil+,04,Si,No,No,0,0,1,0,22989.1,182
0100031902,1,100 mil+,04,Si,No,No,0,0,0,0,9946.69,182
0100031903,1,100 mil+,06,Si,Si,Si,1,0,1,0,61258.04,182
0100031904,1,100 mil+,04,No,No,Si,1,0,1,1,33217.45,182
0100031905,1,100 mil+,10,Si,No,No,0,0,1,1,40940.2,182
0100031906,1,100 mil+,10,Si,Si,Si,1,0,1,1,18141.98,182
0100041501,1,100 mil+,10,Si,Si,Si,1,1,1,2,53101.87,201
0100041502,1,100 mil+,08,Si,Si,Si,0,0,1,1,28519.44,201
0100041505,1,100 mil+,08,Si,Si,Si,1,1,1,1,86711.76,201
0100041506,1,100 mil+,04,No,Si,No,0,0,1,0,51217.05,201
0100062601,1,100 mil+,03,No,No,Si,0,0,1,1,58169.43,181
0100062603,1,100 mil+,06,Si,No,No,0,0,0,0,11773.75,181
0100062604,1,100 mil+,03,Si,No,Si,0,0,1,0,58952.39,181
0100062605,1,100 mil+,04,No,No,No,1,0,1,0,22918.24,181
0100062606,1,100 mil+,04,Si,No,No,0,0,0,0,6819.98,181
0100068001,1,100 mil+,01,No,No,No,0,0,0,0,15017.96,160
0100068002,1,100 mil+,06,Si,Si,Si,1,0,1,1,64245.51,160
0100068003,1,100 mil+,01,Si,No,Si,0,0,1,0,15359.18,160
0100068003,2,100 mil+,06,Si,No,No,0,0,0,1,27709.72,160
0100068004,1,100 mil+,07,Si,No,Si,1,0,1,1,29791.25,160
0100068005,1,100 mil+,03,No,Si,No,0,0,1,0,17118.34,160
0100068006,1,100 mil+,10,Si,No,Si,1,0,1,1,78614.38,160
0100074201,1,100 mil+,08,Si,Si,No,0,0,1,0,17469.32,180
0100074202,1,100 mil+,04,Si,No,No,0,0,1,0,18736.77,180
0100074203,1,100 mil+,06,Si,Si,Si,0,0,1,1,38704.34,180
0100074204,1,100 mil+,06,Si,No,No,0,0,1,0,26743.45,180
0100074205,1,100 mil+,06,Si,Si,Si,1,0,0,0,28319.99,180
0100074206,1,100 mil+,01,Si,No,No,0,0,1,0,62614.86,180
0100076301,1,100 mil+,04,Si,Si,Si,0,0,1,3,54111.55,179
0100076302,1,100 mil+,06,Si,Si,No,1,0,1,0,30952.92,179
0100076303,1,100 mil+,07,Si,No,Si,1,0,1,0,77838.02,179
0100076304,1,100 mil+,08,Si,Si,No,0,0,1,0,43552.14,179
0100076305,1,100 mil+,04,Si,No,Si,1,0,1,1,68154.77,179
0100076306,1,100 mil+,03,Si,Si,No,0,0,2,0,63187.73,179
0100079801,1,100 mil+,04,Si,Si,No,0,0,0,0,40548.4,200
0100079802,1,100 mil+,03,No,No,No,0,0,1,0,38182.66,200
0100079803,1,100 mil+,03,Si,No,No,0,0,1,0,23929.55,200
0100079804,1,100 mil+,06,Si,No,Si,0,0,1,1,12585.97,200
0100079806,1,100 mil+,03,No,No,No,0,0,1,0,14550.89,200
0100101401,1,100 mil+,03,No,No,No,1,0,1,0,16109.51,187
0100101402,1,100 mil+,10,Si,Si,Si,1,0,1,1,103312.48,187
0100101403,1,100 mil+,03,No,No,No,0,0,1,0,23085.74,187
0100101404,1,100 mil+,03,No,Si,No,0,0,0,0,30973.07,187
0100101405,1,100 mil+,09,Si,No,Si,0,0,1,1,50484.67,187
0100103701,1,100 mil+,10,Si,Si,Si,1,1,1,1,55812.17,131
0100103702,1,100 mil+,05,Si,Si,No,0,0,0,0,16818.04,131
0100103703,1,100 mil+,03,No,No,No,0,0,0,0,2188.52,131
0100103704,1,100 mil+,06,Si,Si,Si,1,0,1,0,44035.03,131
0100103705,1,100 mil+,08,Si,No,No,0,0,1,0,37174.6,131
0100105902,1,100 mil+,06,Si,Si,Si,1,1,1,1,84987.28,168
0100105903,1,100 mil+,07,Si,No,No,1,0,1,1,34174.37,168
0100105904,1,100 mil+,04,Si,No,No,0,0,1,0,36563.78,168
0100105905,1,100 mil+,07,Si,No,Si,1,0,1,0,41317.21,168
0100105906,1,100 mil+,10,Si,No,No,0,0,1,0,61269.07,168
0100109501,1,100 mil+,03,No,No,Si,0,0,1,0,11382.53,183
0100109503,1,100 mil+,04,Si,Si,Si,1,1,1,2,70434.77,183
0100109504,1,100 mil+,06,Si,Si,No,1,0,2,1,22785.55,183
0100109506,1,100 mil+,06,No,Si,No,0,0,1,0,23321.71,183
0100110601,1,100 mil+,04,Si,Si,Si,0,0,2,1,59608.04,147
0100110602,1,100 mil+,11,Si,Si,Si,1,1,1,1,85096.28,147
0100110603,1,100 mil+,06,Si,Si,Si,0,0,1,2,40057.33,147
0100110604,1,100 mil+,04,No,Si,No,1,0,1,0,41773.72,147
0100110605,1,100 mil+,10,Si,Si,No,0,0,1,1,20471.06,147
0100110606,1,100 mil+,10,Si,No,Si,0,0,1,0,63245.89,147
0100141001,1,100 mil+,06,Si,Si,No,1,0,1,0,31511.31,167
0100141002,1,100 mil+,04,Si,No,No,0,0,1,0,55144.51,167
0100141003,1,100 mil+,08,No,No,No,0,0,1,0,22922.39,167
0100141004,1,100 mil+,03,Si,Si,No,0,0,1,0,57983.21,167
0100141006,1,100 mil+,04,Si,No,No,0,0,1,0,60845.72,167
0100146201,1,100 mil+,11,No,No,No,1,1,1,0,80610.21,149
0100146202,1,100 mil+,08,Si,Si,Si,0,1,1,0,38383.52,149
0100146204,1,100 mil+,10,Si,No,Si,0,0,1,1,26850.81,149
0100146204,2,100 mil+,10,Si,No,Si,0,0,0,1,29611.19,149
0100146204,3,100 mil+,10,Si,No,Si,0,0,0,1,47133.78,149
0100146204,4,100 mil+,10,Si,No,Si,1,0,0,1,78066.28,149
0100146205,1,100 mil+,03,No,Si,Si,1,0,1,1,62420.78,149
0100146206,1,100 mil+,09,Si,No,Si,0,0,1,0,35655.01,149
0100159301,1,100 mil+,04,Si,Si,Si,3,1,1,1,64294.43,208
0100159302,1,100 mil+,06,Si,No,No,0,0,0,0,45551.92,208
0100159303,1,100 mil+,10,Si,Si,No,0,0,1,0,36531.94,208
0100159304,1,100 mil+,10,Si,No,Si,0,0,1,1,107143.22,208
0100159305,1,100 mil+,09,Si,Si,Si,0,1,1,1,99171.88,208
0100177801,1,100 mil+,04,Si,No,Si,1,0,1,1,63086.36,178
0100177802,1,100 mil+,04,Si,No,No,2,0,1,0,104171.27,178
0100177803,1,100 mil+,03,Si,No,No,0,0,1,0,35814.09,178
0100177804,1,100 mil+,05,Si,No,No,0,0,1,0,33923.76,178
0100177805,1,100 mil+,03,Si,No,Si,1,0,1,0,38196.15,178
0100177806,1,100 mil+,03,Si,No,No,0,0,1,0,16447.94,178
0100179401,1,100 mil+,08,Si,No,No,0,0,0,0,8374.58,192
0100179402,1,100 mil+,06,No,Si,Si,1,1,1,2,80464.63,192
0100179403,1,100 mil+,04,Si,Si,Si,1,0,0,1,21717.38,192
0100179404,1,100 mil+,03,Si,No,No,0,0,0,0,19744.45,192
0100179405,1,100 mil+,08,Si,No,No,0,0,1,1,25967.51,192
0100179406,1,100 mil+,05,Si,No,No,0,0,1,0,19516.28,192
0100189701,1,100 mil+,10,Si,Si,Si,0,0,1,2,51619.88,181
0100189702,1,100 mil+,07,No,Si,No,0,0,1,0,24527.34,181
0100189703,1,100 mil+,03,No,No,No,0,0,0,0,21855.29,181
0100189704,1,100 mil+,06,Si,Si,No,1,0,0,0,15477.04,181
0100190901,1,100 mil+,10,Si,Si,Si,1,0,1,1,51427.18,217
0100190902,1,100 mil+,10,Si,Si,Si,2,0,1,1,32020.68,217
0100190903,1,100 mil+,04,Si,Si,Si,0,0,3,3,275434.26,217
0100190904,1,100 mil+,04,Si,No,Si,0,0,1,0,60460.02,217
0100190905,1,100 mil+,08,Si,Si,No,0,0,1,0,34918.36,217
0100192501,1,100 mil+,10,Si,Si,Si,0,1,1,1,146388.63,175
0100192502,1,100 mil+,03,No,Si,No,0,0,1,0,20579.16,175
0100192503,1,100 mil+,06,No,No,No,0,0,1,0,31316.09,175
0100192504,1,100 mil+,03,No,No,No,0,0,1,0,49789.3,175
0100192505,1,100 mil+,04,Si,Si,No,0,0,1,0,20953.76,175
0100192506,1,100 mil+,06,Si,Si,Si,0,0,1,0,49024.76,175
0100194601,1,100 mil+,10,Si,Si,Si,1,0,1,1,47593.9,177
0100194602,1,100 mil+,06,Si,Si,Si,1,1,1,1,96393.43,177
0100194603,1,100 mil+,10,Si,No,Si,0,0,1,1,36298.91,177
0100194604,1,100 mil+,03,No,Si,No,0,0,2,0,71489.22,177
0100194605,1,100 mil+,08,Si,No,No,0,0,1,0,33431.5,177
0100194606,1,100 mil+,04,Si,No,Si,1,0,1,0,7704.89,177
0100198001,1,100 mil+,06,Si,No,Si,1,0,1,0,64474.25,171
0100198002,1,100 mil+,08,Si,Si,No,3,0,1,0,45111.79,171
0100198003,1,100 mil+,10,Si,Si,No,1,0,1,0,88973.53,171
0100198004,1,100 mil+,04,No,No,No,1,0,1,0,18088.61,171
0100198005,1,100 mil+,04,Si,No,No,1,0,1,0,12020.86,171
0100198006,1,100 mil+,07,Si,Si,No,0,0,0,1,20543.47,171
0100208201,1,100 mil+,06,Si,No,No,0,0,1,0,46473.07,146
0100208202,1,100 mil+,11,Si,Si,Si,1,0,1,1,92782.55,146
0100208203,1,100 mil+,11,Si,No,No,4,0,0,0,194586.81,146
0100208204,1,100 mil+,06,No,No,No,1,0,1,0,25464.29,146
0100208206,1,100 mil+,10,Si,Si,Si,2,0,1,1,52018.02,146
0100252301,1,100 mil+,06,Si,Si,No,1,1,1,0,59187.9,175
0100252301,2,100 mil+,10,Si,No,Si,1,0,0,1,54091.49,175
0100252303,1,100 mil+,04,Si,No,No,0,0,1,0,14360.89,175
0100252304,1,100 mil+,10,Si,Si,Si,2,0,0,1,157925.95,175
0100252305,1,100 mil+,06,Si,No,Si,0,0,1,1,29389.9,175
0100252306,1,100 mil+,03,No,Si,No,0,0,1,0,23561.86,175
0100260801,1,100 mil+,10,Si,Si,Si,2,0,1,2,93752.48,166
0100260802,1,100 mil+,08,Si,No,No,0,0,1,0,20277.04,166
0100260803,1,100 mil+,09,Si,Si,Si,0,0,1,2,112661.8,166
0100260804,1,100 mil+,04,Si,Si,Si,0,0,1,0,37032.75,166
0100260805,1,100 mil+,05,Si,No,Si,0,0,1,1,97743.18,166
0100260806,1,100 mil+,04,Si,No,Si,1,0,0,0,19918.01,166
0100277401,1,100 mil+,06,Si,Si,Si,0,0,1,0,95857.65,167
0100277402,1,100 mil+,06,Si,Si,No,1,0,0,1,86647.43,167
0100277402,2,100 mil+,11,Si,Si,Si,0,0,1,1,63928.35,167
0100277403,1,100 mil+,10,Si,Si,Si,1,0,1,0,62882.5,167
0100277404,1,100 mil+,08,Si,Si,Si,0,0,1,0,43587.64,167
0100277405,1,100 mil+,04,Si,Si,Si,0,1,1,2,58970.09,167
0100277406,1,100 mil+,04,Si,No,No,0,0,1,1,31911.79,167
0100282701,1,100 mil+,06,Si,No,Si,1,0,0,1,29193.41,178
0100282702,1,100 mil+,08,Si,Si,No,0,1,1,0,31075.09,178
0100282703,1,100 mil+,06,Si,Si,Si,2,1,1,1,50171.37,178
0100282704,1,100 mil+,06,No,Si,No,0,0,1,0,68515.57,178
0100282705,1,100 mil+,04,No,No,Si,0,0,1,0,33681.54,178
0100282706,1,100 mil+,10,Si,Si,Si,0,1,1,3,128916.36,178
0100284902,1,100 mil+,10,Si,Si,Si,1,0,1,2,82984.87,167
0100284904,1,100 mil+,08,Si,Si,No,1,1,1,0,40202.27,167
0100284905,1,100 mil+,06,Si,Si,No,0,0,1,0,10374.9,167
0100284906,1,100 mil+,04,Si,Si,Si,1,0,1,1,83860.62,167
0100298502,1,100 mil+,10,Si,Si,Si,2,0,1,1,99504.68,212
0100298504,1,100 mil+,10,Si,Si,Si,1,0,1,1,93434.79,212
0100298506,1,100 mil+,03,Si,Si,Si,2,0,1,1,20697.54,212
0100318603,1,100 mil+,04,No,Si,Si,0,0,1,0,43022.94,237
0100318603,2,100 mil+,08,Si,No,Si,0,0,0,0,25364.05,237
0100318605,1,100 mil+,10,Si,Si,Si,0,1,1,1,92459.01,237
0100321002,1,100 mil+,03,Si,Si,Si,0,0,0,0,17384.91,174
0100321003,1,100 mil+,06,Si,No,No,0,0,1,0,41216.31,174
0100321004,1,100 mil+,04,No,Si,Si,0,0,0,1,18735.24,174
0100321006,1,100 mil+,10,Si,Si,Si,2,0,1,1,81311.72,174
0100322201,1,100 mil+,08,Si,No,No,1,0,1,0,35608.2,187
0100322202,1,100 mil+,08,Si,Si,No,0,0,1,2,142458.48,187
0100322204,1,100 mil+,04,Si,No,Si,0,0,2,2,99477.69,187
0100322205,1,100 mil+,10,Si,Si,Si,4,0,1,1,307608.77,187
0100322206,1,100 mil+,10,Si,No,Si,1,0,1,6,159742.35,187
0100326301,1,100 mil+,04,Si,No,No,0,0,0,0,13594.86,183
0100326302,1,100 mil+,06,Si,Si,Si,0,0,1,1,67678.01,183
0100326303,1,100 mil+,04,Si,No,Si,0,1,1,2,68275.36,183
0100326304,1,100 mil+,05,Si,No,Si,1,0,1,1,38258.94,183
0100326306,1,100 mil+,07,Si,Si,No,1,0,1,0,35355.13,183
0100328801,1,100 mil+,10,Si,Si,No,1,1,1,1,59723.82,171
0100328802,1,100 mil+,08,Si,Si,Si,0,1,1,1,21639.33,171
0100328803,1,100 mil+,11,Si,No,No,1,1,0,1,33876.41,171
0100328804,1,100 mil+,06,Si,No,No,0,1,1,0,33681.18,171
0100328805,1,100 mil+,06,Si,No,No,0,1,0,0,21157.36,171
0100328806,1,100 mil+,09,Si,Si,Si,0,0,0,2,17513.11,171
0100344402,1,100 mil+,03,Si,No,No,1,0,1,0,107342.9,190
0100344403,1,100 mil+,07,Si,No,No,1,0,1,0,67412.37,190
0100344404,1,100 mil+,06,Si,No,Si,1,1,1,1,29165.9,190
0100344405,1,100 mil+,11,Si,Si,Si,0,0,1,1,46856.77,190
0100360701,1,100 mil+,03,Si,Si,No,0,0,0,0,7314.85,171
0100360703,1,100 mil+,03,Si,No,No,0,0,1,0,10401.63,171
0100360704,1,100 mil+,03,Si,Si,No,0,0,0,0,24344.25,171
0100360705,1,100 mil+,08,Si,Si,Si,1,0,1,0,17803.27,171
0100360706,1,100 mil+,08,Si,Si,No,0,0,0,0,17768.84,171
0100363901,1,100 mil+,08,Si,Si,No,1,0,1,1,104834.1,201
0100363902,1,100 mil+,03,Si,Si,No,1,1,1,0,42029.06,201
0100363903,1,100 mil+,03,Si,No,No,1,0,1,0,19702.57,201
0100363905,1,100 mil+,04,Si,No,Si,1,1,1,0,44280.39,201
0100363906,1,100 mil+,04,Si,No,No,0,0,1,0,17029.96,201
0100377501,1,100 mil+,09,No,Si,No,0,0,1,0,46725.76,173
0100377502,1,100 mil+,06,Si,Si,Si,2,0,1,1,37779.77,173
0100377504,1,100 mil+,06,Si,Si,Si,1,0,1,0,79758.92,173
0100377505,1,100 mil+,06,Si,Si,No,1,0,1,0,27739.99,173
0100377506,1,100 mil+,04,No,No,No,0,0,0,0,24704.8,173
0100391601,1,100 mil+,04,Si,Si,Si,1,0,0,2,25707.24,196
0100391602,1,100 mil+,01,Si,Si,Si,0,0,2,0,118190.94,196
0100391603,1,100 mil+,10,Si,No,Si,2,0,2,1,72639.33,196
0100396001,1,100 mil+,01,No,No,No,0,0,1,0,12269.27,183
0100396002,1,100 mil+,03,No,No,Si,0,0,1,0,54275.35,183
0100396003,1,100 mil+,03,Si,Si,Si,1,1,1,1,105712.54,183
0100396004,1,100 mil+,01,No,No,No,0,0,0,0,6388.57,183
0100396005,1,100 mil+,03,Si,Si,Si,2,0,1,0,93237.33,183
0100396006,1,100 mil+,03,Si,No,No,0,0,1,0,23195.02,183
0100396006,2,100 mil+,04,No,No,Si,0,0,1,0,36904.86,183
0100427201,1,100 mil+,08,Si,Si,No,0,0,1,0,28170.84,183
0100427202,1,100 mil+,06,Si,Si,Si,2,1,2,1,50383.24,183
0100427203,1,100 mil+,11,Si,Si,Si,2,1,1,1,79452.09,183
0100427204,1,100 mil+,08,Si,Si,Si,1,0,1,1,59269.16,183
0100427205,1,100 mil+,09,Si,No,No,1,0,1,0,51807.6,183
0100427206,1,100 mil+,09,Si,No,Si,1,0,1,1,90764.16,183
0100433301,1,100 mil+,04,No,Si,No,0,0,1,0,27535.94,204
0100433302,1,100 mil+,06,Si,Si,Si,0,0,0,1,62639,204
0100433303,1,100 mil+,01,Si,Si,No,0,1,0,0,12542.83,204
0100433304,1,100 mil+,01,Si,Si,No,0,0,0,0,90745.02,204
0100433305,1,100 mil+,06,Si,Si,No,0,0,1,1,58719.32,204
0100433306,1,100 mil+,09,Si,Si,Si,0,1,1,1,57869.86,204
0100445801,1,100 mil+,04,Si,No,No,1,0,1,0,16082.18,207
0100445802,1,100 mil+,06,Si,No,No,0,0,1,0,60895.04,207
0100445803,1,100 mil+,08,Si,No,No,0,0,1,0,32803.26,207
0100445804,1,100 mil+,06,Si,Si,No,0,0,1,0,16902.14,207
0100445805,1,100 mil+,01,No,No,No,0,0,0,0,22436.71,207
0100445806,1,100 mil+,06,Si,Si,No,0,0,1,0,55316.62,207
0100446401,1,100 mil+,01,No,No,No,0,0,0,0,10858.69,201
0100446402,1,100 mil+,01,Si,No,Si,0,0,1,1,40339.05,201
0100446403,1,100 mil+,01,No,No,No,0,0,1,0,19191.25,201
0100446405,1,100 mil+,04,Si,No,No,0,0,0,0,71926.58,201
0100446406,1,100 mil+,06,Si,No,No,0,0,1,2,57116.99,201
0100457701,1,100 mil+,04,Si,No,No,0,0,0,0,17113.5,200
0100457702,1,100 mil+,01,Si,No,No,0,0,1,0,49192.06,200
0100457705,1,100 mil+,04,Si,No,No,0,0,1,0,76257.27,200
0100462901,1,100 mil+,07,Si,Si,No,1,0,0,0,20943.78,186
0100462903,1,100 mil+,10,Si,Si,No,0,0,1,0,35766.47,186
0100462904,1,100 mil+,04,Si,Si,Si,1,0,1,0,20789.61,186
0100462905,1,100 mil+,10,Si,Si,No,1,1,1,1,35293.59,186
0100462906,1,100 mil+,06,Si,Si,Si,1,0,1,0,17169.07,186
0100492501,1,100 mil+,06,Si,Si,Si,1,0,2,2,70813.04,147
0100492502,1,100 mil+,06,Si,Si,Si,1,0,1,1,101845.72,147
0100492504,1,100 mil+,09,Si,Si,Si,1,1,1,1,23787.32,147
0100492505,1,100 mil+,10,Si,Si,Si,3,0,1,2,64502.07,147
0100492506,1,100 mil+,09,Si,Si,Si,1,0,1,1,58939.55,147
0100498601,1,100 mil+,06,Si,Si,Si,0,0,1,1,62163.91,213
0100498602,1,100 mil+,10,Si,Si,Si,1,1,1,1,60583.97,213
0100498604,1,100 mil+,08,Si,Si,Si,3,1,1,1,96951.96,213
0100498605,1,100 mil+,04,Si,Si,Si,4,1,1,4,91096.01,213
0100498606,1,100 mil+,10,Si,Si,Si,2,0,1,3,53578.73,213
0100508002,1,100 mil+,09,Si,Si,Si,1,1,1,1,125637.49,203
0100508004,1,100 mil+,11,Si,No,Si,5,1,1,2,118976.98,203
0100508005,1,100 mil+,10,Si,Si,No,0,0,1,1,51218.89,203
0100508006,1,100 mil+,06,Si,No,No,0,0,1,1,46104.13,203
0100517201,1,100 mil+,04,Si,Si,No,0,0,0,0,41550.98,236
0100517202,1,100 mil+,06,Si,No,No,0,0,1,0,17642.34,236
0100517203,1,100 mil+,06,Si,No,No,1,0,1,0,25517.02,236
0100517204,1,100 mil+,06,Si,Si,No,0,0,1,0,38446.38,236
0100517205,1,100 mil+,06,Si,No,No,0,0,1,0,37325.26,236
0100517206,1,100 mil+,01,Si,No,No,0,0,0,0,10284.68,236
0100521301,1,100 mil+,08,Si,Si,Si,1,0,1,1,64761.79,196
0100521302,1,100 mil+,06,Si,Si,Si,1,0,1,0,44587.63,196
0100521303,1,100 mil+,04,Si,Si,No,1,0,1,0,39301.22,196
0100521304,1,100 mil+,06,Si,No,No,0,0,0,0,52117.96,196
0100521305,1,100 mil+,10,Si,No,Si,0,1,1,1,46222.81,196
0100521306,1,100 mil+,06,Si,No,No,0,0,1,0,43528.96,196
0100536801,1,100 mil+,08,Si,Si,Si,1,0,1,0,69216.76,197
0100536802,1,100 mil+,06,Si,No,Si,0,0,1,1,41479.06,197
0100536803,1,100 mil+,04,Si,No,Si,1,0,1,1,60500.33,197
0100536804,1,100 mil+,07,Si,Si,Si,0,0,1,3,21308.23,197
0100536805,1,100 mil+,06,Si,No,No,1,0,1,0,18193.09,197
0100536806,1,100 mil+,10,Si,Si,Si,1,0,1,1,72437.68,197
0100540401,1,100 mil+,10,Si,Si,Si,1,0,1,0,45886.37,183
0100540403,1,100 mil+,06,Si,Si,Si,0,0,1,1,66383.06,183
0100540404,1,100 mil+,08,Si,No,Si,0,0,1,0,34882.83,183
0100540405,1,100 mil+,06,Si,Si,No,0,0,1,1,40324.9,183
0100540406,1,100 mil+,08,Si,No,Si,1,0,1,1,42825.88,183
0100561701,1,100 mil+,09,Si,No,Si,1,0,1,1,29592.77,180
0100561702,1,100 mil+,10,Si,Si,No,0,0,1,1,33795.99,180
0100561703,1,100 mil+,03,Si,Si,No,0,0,1,0,27463.99,180
0100561704,1,100 mil+,04,No,No,No,0,1,1,0,10657.54,180
0100561705,1,100 mil+,07,No,No,No,0,0,0,0,7562.03,180
0100561706,1,100 mil+,01,Si,No,Si,0,0,1,1,7818.94,180
0100563901,1,100 mil+,06,Si,Si,Si,0,0,1,1,36847.72,189
0100563902,1,100 mil+,03,Si,No,No,0,0,1,0,67460.66,189
0100563903,1,100 mil+,08,Si,Si,No,1,0,1,0,53274.53,189
0100563904,1,100 mil+,04,Si,No,No,0,0,1,0,51805.03,189
0100563906,1,100 mil+,06,Si,Si,Si,0,0,1,1,34962.44,189
0100564501,1,100 mil+,06,Si,No,No,0,0,1,1,30570.17,183
0100564502,1,100 mil+,06,Si,No,No,0,0,1,1,71930.75,183
0100564503,1,100 mil+,08,Si,Si,Si,0,0,1,0,68535.34,183
0100564504,1,100 mil+,06,Si,No,No,0,0,0,0,49049.85,183
0100564505,1,100 mil+,06,Si,Si,No,0,0,0,4,10384.19,183
0100564506,1,100 mil+,06,Si,Si,Si,1,0,1,3,70549.78,183
0100568601,1,100 mil+,08,Si,No,Si,1,1,1,1,64499.97,189
0100568602,1,100 mil+,08,Si,No,Si,0,0,0,0,18678.68,189
0100568603,1,100 mil+,06,Si,Si,No,0,0,1,0,26768.01,189
0100568604,1,100 mil+,11,Si,No,No,0,0,0,1,33845.88,189
0100568605,1,100 mil+,03,Si,No,No,0,0,1,0,25364.38,189
0100587002,1,100 mil+,11,Si,Si,Si,2,0,1,2,155291.29,180
0100587003,1,100 mil+,03,Si,No,No,1,0,1,0,22723.34,180
0100587004,1,100 mil+,06,Si,Si,Si,1,0,1,0,17920.19,180
0100587005,1,100 mil+,04,Si,No,Si,0,1,1,0,27505.66,180
0100587006,1,100 mil+,09,No,No,No,1,0,1,0,56235.77,180
0100605201,1,100 mil+,10,Si,Si,Si,1,2,1,2,41586.81,178
0100605202,1,100 mil+,11,Si,Si,Si,2,0,1,1,135436.82,178
0100605203,1,100 mil+,08,Si,No,Si,1,0,1,1,62386.44,178
0100605205,1,100 mil+,04,Si,Si,Si,2,1,1,1,103502.36,178
0100605206,1,100 mil+,04,Si,No,No,0,0,1,0,27322.67,178
0100606301,1,100 mil+,08,Si,Si,Si,2,0,1,1,68042.02,223
0100606302,1,100 mil+,10,Si,Si,Si,1,1,1,1,98537.35,223
0100606305,1,100 mil+,08,Si,Si,Si,0,0,1,0,53236.94,223
0100606306,1,100 mil+,08,Si,No,Si,1,1,1,1,132861.22,223
0100609801,1,100 mil+,04,Si,Si,Si,1,0,1,1,190033.27,232
0100609802,1,100 mil+,08,Si,No,No,0,0,1,0,28654.18,232
0100609805,1,100 mil+,10,Si,Si,Si,1,1,1,2,74407.51,232
0100631401,1,100 mil+,10,Si,Si,No,0,0,1,0,80761.08,171
0100631402,1,100 mil+,06,No,No,No,0,0,0,0,11873.49,171
0100631403,1,100 mil+,06,Si,No,Si,0,0,1,1,50932.03,171
0100631404,1,100 mil+,09,Si,No,Si,2,0,1,2,57561.55,171
0100631405,1,100 mil+,09,Si,No,No,1,0,1,0,59779.16,171
0100631406,1,100 mil+,06,Si,Si,No,0,0,1,0,16759.66,171
0100634702,1,100 mil+,03,Si,Si,Si,0,0,1,1,31333.52,174
0100634703,1,100 mil+,04,Si,No,No,1,0,1,0,29397.17,174
0100634704,1,100 mil+,10,Si,Si,Si,0,0,1,0,46131.12,174
0100634705,1,100 mil+,04,Si,Si,No,1,0,0,0,33950.63,174
0100634705,2,100 mil+,08,Si,Si,No,1,0,1,0,202489.65,174
0100634706,1,100 mil+,04,Si,Si,No,0,0,1,0,53344.23,174
0100638901,1,100 mil+,04,Si,Si,Si,0,0,1,1,14763.73,182
0100638903,1,100 mil+,04,Si,No,No,0,0,0,0,17801.79,182
0100638903,2,100 mil+,06,Si,No,No,0,0,1,0,18269.63,182
0100638903,3,100 mil+,05,Si,No,No,0,0,0,0,4930.41,182
0100638903,4,100 mil+,03,No,No,No,0,0,0,0,9397.01,182
0100638903,5,100 mil+,08,Si,No,No,0,0,0,0,19054.31,182
0100638904,1,100 mil+,03,Si,Si,No,0,0,0,0,21484.21,182
0100638905,1,100 mil+,04,No,No,No,1,0,1,0,16030.94,182
0100638906,1,100 mil+,06,Si,No,Si,0,0,1,0,61932.99,182
0100654501,1,100 mil+,06,Si,No,No,1,0,2,0,43085.96,180
0100654502,1,100 mil+,03,Si,Si,No,0,0,1,0,31918.61,180
0100654503,1,100 mil+,04,Si,No,Si,0,0,1,1,82680.78,180
0100654504,1,100 mil+,01,No,Si,No,0,0,1,0,9675,180
0100654506,1,100 mil+,06,Si,No,No,0,0,1,0,16710.07,180
0100656601,1,100 mil+,03,Si,Si,No,0,1,1,0,54704.63,179
0100656602,1,100 mil+,06,Si,No,No,1,0,1,1,58292,179
0100656603,1,100 mil+,01,Si,No,No,0,0,1,0,10831.36,179
0100656604,1,100 mil+,06,Si,No,No,0,0,1,0,37204.14,179
0100656605,1,100 mil+,04,Si,No,No,0,0,0,0,14111.6,179
0100656606,1,100 mil+,04,Si,Si,No,0,0,1,0,19456.76,179
0100658001,1,100 mil+,03,No,Si,Si,0,0,0,1,33679.05,189
0100658002,1,100 mil+,03,Si,No,Si,1,0,1,2,48165.91,189
0100658004,1,100 mil+,05,Si,No,Si,0,0,3,0,17570.82,189
0100658005,1,100 mil+,08,Si,No,No,1,0,1,0,31865.87,189
