folioviv,foliohog,tam_loc,educa_jefe,celular,tv_paga,conex_inte,num_auto,num_tosta,num_lavad,num_compu,ing_cor,factor
0660024913,1,Menos de 2.5 mil,07,Si,Si,No,0,0,1,0,52919.62,21
0660024914,1,Menos de 2.5 mil,03,Si,No,Si,2,2,1,1,69545.12,21
0660024915,1,Menos de 2.5 mil,09,Si,Si,No,1,1,0,0,33473.03,21
0660024916,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,42717.64,21
0660024917,1,Menos de 2.5 mil,06,Si,Si,No,1,0,1,0,65904.84,21
0660026201,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,32634.2,20
0660026202,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,38907.92,20
0660026203,1,Menos de 2.5 mil,04,No,No,No,0,1,1,0,25057.14,20
0660026205,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,47917.94,20
0660026206,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,25816.17,20
0660026307,1,Menos de 2.5 mil,04,Si,Si,No,2,0,1,0,32151.22,20
0660026308,1,Menos de 2.5 mil,01,No,No,No,0,0,1,0,14143.75,20
0660026309,1,Menos de 2.5 mil,07,Si,No,No,0,0,0,0,25263.45,20
0660026312,1,Menos de 2.5 mil,08,Si,No,No,1,0,0,1,27555.39,20
0660026413,1,Menos de 2.5 mil,03,Si,Si,No,1,1,1,0,33166.19,20
0660026414,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,63104.77,20
0660026415,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,53455.59,20
0660026416,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,21947.74,20
0660026417,1,Menos de 2.5 mil,08,Si,Si,No,1,0,0,0,5228.95,20
0660026418,1,Menos de 2.5 mil,06,Si,Si,No,1,1,1,2,31014.01,20
0660026418,2,Menos de 2.5 mil,10,Si,Si,No,1,0,0,2,59333.07,20
0660026519,1,Menos de 2.5 mil,03,Si,Si,No,0,1,1,0,19990.17,20
0660026520,1,Menos de 2.5 mil,04,Si,Si,No,0,0,0,1,58072.1,20
0660026521,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,1,36782.58,20
0660026522,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,73617.9,20
0660026523,1,Menos de 2.5 mil,08,Si,No,No,0,0,1,0,16680.91,20
0660026524,1,Menos de 2.5 mil,07,Si,No,No,0,1,1,0,83421.42,20
0660027602,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,1,69463.92,24
0660027602,2,Menos de 2.5 mil,06,Si,No,No,0,0,0,0,19180.32,24
0660027603,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,26144.25,24
0660027605,1,Menos de 2.5 mil,04,No,No,No,0,0,0,0,6260.65,24
0660027707,1,Menos de 2.5 mil,03,No,No,No,0,0,0,0,15136.85,24
0660027708,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,42895.04,24
0660027709,1,Menos de 2.5 mil,06,Si,No,No,1,0,1,3,66096.23,24
0660027712,1,Menos de 2.5 mil,03,Si,Si,No,0,0,0,0,33781.5,24
0660027813,1,Menos de 2.5 mil,01,Si,No,No,1,0,0,0,151703.74,24
0660027814,1,Menos de 2.5 mil,08,Si,No,No,0,0,1,0,43804.88,24
0660027815,1,Menos de 2.5 mil,03,No,No,No,0,0,0,0,28327.86,24
0660027816,1,Menos de 2.5 mil,10,Si,Si,Si,0,0,0,0,130327.83,24
0660027817,1,Menos de 2.5 mil,07,Si,No,No,1,0,0,0,98316.39,24
0660027818,1,Menos de 2.5 mil,09,Si,Si,No,0,1,1,0,85770.48,24
0660027919,1,Menos de 2.5 mil,06,Si,No,No,0,0,0,0,24767.08,24
0660027922,1,Menos de 2.5 mil,03,No,No,No,0,0,1,0,34722.21,24
0660027923,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,17871.63,24
0660029001,1,Menos de 2.5 mil,08,Si,No,No,0,0,1,0,38045.12,21
0660029002,1,Menos de 2.5 mil,08,Si,Si,No,1,1,1,0,23920.04,21
0660029003,1,Menos de 2.5 mil,04,No,Si,No,0,1,1,0,23430.24,21
0660029004,1,Menos de 2.5 mil,08,Si,No,No,0,0,1,0,27391.26,21
0660029005,1,Menos de 2.5 mil,08,Si,Si,No,0,0,2,0,28771.12,21
0660029006,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,23705.89,21
0660029207,1,Menos de 2.5 mil,04,Si,Si,No,0,0,0,0,12471.74,21
0660029208,1,Menos de 2.5 mil,03,Si,Si,No,0,0,0,0,22375.68,21
0660029209,1,Menos de 2.5 mil,01,Si,No,No,0,0,0,0,17568.18,21
0660029211,1,Menos de 2.5 mil,05,Si,Si,No,0,1,1,0,26770.62,21
0660029313,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,48286.35,21
0660029314,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,1,43891.22,21
0660029315,1,Menos de 2.5 mil,03,No,Si,No,0,0,1,0,30423.61,21
0660029316,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,9606.49,21
0660029317,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,16814.86,21
0660029318,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,24852.06,21
0660029419,1,Menos de 2.5 mil,06,No,Si,No,0,0,0,0,28814.41,21
0660029419,2,Menos de 2.5 mil,08,Si,No,No,0,0,0,0,16493.43,21
0660029420,1,Menos de 2.5 mil,04,Si,Si,No,0,0,2,0,18407.27,21
0660029421,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,62542.24,21
0660029422,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,9946.69,21
0660029423,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,15751.55,21
0660029424,1,Menos de 2.5 mil,01,No,Si,No,0,0,0,0,23873.33,21
0660030501,1,Menos de 2.5 mil,06,Si,Si,No,0,0,0,0,70331.2,22
0660030503,1,Menos de 2.5 mil,03,No,Si,No,1,0,2,0,18833.69,22
0660030504,1,Menos de 2.5 mil,08,No,Si,No,0,0,1,0,50484.35,22
0660030505,1,Menos de 2.5 mil,04,No,Si,No,0,0,1,0,56560.68,22
0660030506,1,Menos de 2.5 mil,06,Si,Si,No,0,0,0,0,25051.91,22
0660030607,1,Menos de 2.5 mil,01,No,Si,No,0,0,0,0,21640.96,22
0660030609,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,18211.32,22
0660030610,1,Menos de 2.5 mil,03,Si,Si,No,0,0,0,0,24112.11,22
0660030611,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,38734.39,22
0660030612,1,Menos de 2.5 mil,04,No,Si,No,0,0,1,0,55671.66,22
0660030714,1,Menos de 2.5 mil,05,Si,Si,No,0,0,1,0,22610.14,22
0660030715,1,Menos de 2.5 mil,06,Si,No,No,0,0,0,0,16342.6,22
0660030716,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,1,17139.33,22
0660030717,1,Menos de 2.5 mil,04,No,No,No,0,0,0,0,15172.12,22
0660030718,1,Menos de 2.5 mil,03,No,Si,No,0,0,1,0,14608.98,22
0660030819,1,Menos de 2.5 mil,06,No,Si,No,0,0,1,0,23036.04,22
0660030820,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,0,17829.41,22
0660030822,1,Menos de 2.5 mil,02,Si,No,No,0,0,1,0,44377.62,22
0660030823,1,Menos de 2.5 mil,05,Si,No,No,0,0,1,0,31002.54,22
0660030824,1,Menos de 2.5 mil,04,No,No,No,0,0,0,0,17028.27,22
0660031008,1,Menos de 2.5 mil,03,Si,Si,No,1,0,0,0,68655.84,21
0660031009,1,Menos de 2.5 mil,08,Si,Si,No,0,0,1,0,50340.55,21
0660031010,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,24058.09,21
0660031011,1,Menos de 2.5 mil,06,Si,Si,No,1,0,1,0,22531.3,21
0660031012,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,22463.35,21
0660031213,1,Menos de 2.5 mil,04,No,No,No,0,0,0,0,62667.51,21
0660031214,1,Menos de 2.5 mil,05,Si,Si,No,1,1,1,0,63340.07,21
0660031215,1,Menos de 2.5 mil,03,No,No,No,0,0,0,0,21398.74,21
0660031216,1,Menos de 2.5 mil,01,No,No,No,0,0,1,0,9331.97,21
0660031217,1,Menos de 2.5 mil,08,Si,Si,No,0,0,1,0,19199.21,21
0660031218,1,Menos de 2.5 mil,08,Si,Si,No,0,1,1,1,40101.87,21
0660031319,1,Menos de 2.5 mil,06,Si,No,No,0,0,0,0,16747.79,21
0660031320,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,32700.62,21
0660031321,1,Menos de 2.5 mil,01,Si,No,No,0,0,0,0,33532.45,21
0660031322,1,Menos de 2.5 mil,01,Si,Si,No,0,0,0,1,24295.52,21
0660031323,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,0,8251.27,21
0660031901,1,Menos de 2.5 mil,04,Si,Si,No,2,0,1,0,35068.42,21
0660031902,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,22662.55,21
0660031903,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,46677,21
0660031904,1,Menos de 2.5 mil,04,Si,Si,No,0,0,0,0,14406.15,21
0660031905,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,30548.85,21
0660031906,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,12591.58,21
0660032402,1,Menos de 2.5 mil,03,No,Si,Si,0,0,1,0,16050.36,30
0660032403,1,Menos de 2.5 mil,03,No,No,No,0,0,0,0,13780.44,30
0660032404,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,0,16067.38,30
0660032405,1,Menos de 2.5 mil,03,Si,Si,No,0,0,0,0,27121.43,30
0660032406,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,43042.28,30
0660032507,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,1,49702.15,30
0660032508,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,58789.49,30
0660032509,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,19694.56,30
0660032510,1,Menos de 2.5 mil,04,No,No,No,0,0,2,0,19435.82,30
0660032512,1,Menos de 2.5 mil,10,Si,Si,Si,0,0,1,1,25204.27,30
0660032613,1,Menos de 2.5 mil,04,Si,Si,Si,1,0,1,1,34913.1,30
0660032614,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,2,42255.97,30
0660032615,1,Menos de 2.5 mil,04,No,Si,No,0,0,1,0,22258.97,30
0660032616,1,Menos de 2.5 mil,03,Si,Si,No,1,0,0,0,28709.79,30
0660032617,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,33079.14,30
0660032618,1,Menos de 2.5 mil,08,No,No,No,0,0,0,0,20655.73,30
0660034701,1,Menos de 2.5 mil,05,Si,No,No,0,0,1,0,42085.5,29
0660034702,1,Menos de 2.5 mil,08,Si,Si,No,0,0,0,0,31115.73,29
0660034703,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,18113.11,29
0660034704,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,69762.43,29
0660034705,1,Menos de 2.5 mil,01,Si,No,No,0,0,0,0,24584.14,29
0660034706,1,Menos de 2.5 mil,01,Si,No,No,0,0,0,0,45977.71,29
0660034807,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,1,73274.39,29
0660034808,1,Menos de 2.5 mil,06,No,No,No,0,0,1,0,24073.48,29
0660034809,1,Menos de 2.5 mil,01,No,No,No,0,0,0,0,7925.61,29
0660034810,1,Menos de 2.5 mil,01,Si,No,No,0,0,0,0,14151.64,29
0660034811,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,1,20945.88,29
0660034812,1,Menos de 2.5 mil,10,Si,Si,Si,0,0,1,0,43849.18,29
0660034914,1,Menos de 2.5 mil,07,Si,No,No,1,0,0,0,30622.44,29
0660034915,1,Menos de 2.5 mil,03,Si,Si,No,0,0,0,1,36221.66,29
0660034916,1,Menos de 2.5 mil,03,Si,Si,No,0,0,0,0,32209.7,29
0660034916,2,Menos de 2.5 mil,05,Si,No,No,0,0,0,0,16747.95,29
0660034917,1,Menos de 2.5 mil,04,Si,No,No,0,0,0,0,15987.44,29
0660034918,1,Menos de 2.5 mil,06,Si,Si,No,0,0,0,0,13771.38,29
0660039012,1,Menos de 2.5 mil,05,Si,Si,No,1,0,0,0,35403.3,7
0660039013,1,Menos de 2.5 mil,04,Si,Si,No,1,0,1,0,114198.66,7
0660039014,1,Menos de 2.5 mil,06,Si,Si,No,2,0,1,1,136801.12,7
0660039015,1,Menos de 2.5 mil,06,Si,Si,No,1,0,0,0,41942.66,7
0660039201,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,15637.74,7
0660039203,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,17798.88,7
0660039204,1,Menos de 2.5 mil,01,No,No,No,0,0,0,0,21210.07,7
0660039205,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,15449.63,7
0660039216,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,21330.84,7
0660039217,1,Menos de 2.5 mil,10,Si,Si,No,0,0,0,0,11764.85,7
0660039321,1,Menos de 2.5 mil,05,Si,Si,No,1,0,1,0,51833.52,7
0660039324,1,Menos de 2.5 mil,04,Si,Si,No,1,0,1,0,33697.36,7
0660039406,1,Menos de 2.5 mil,03,Si,Si,No,1,0,1,0,14720.71,7
0660039407,1,Menos de 2.5 mil,01,No,No,No,0,0,0,0,6091.49,7
0660039408,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,33594.09,7
0660039409,1,Menos de 2.5 mil,06,Si,Si,No,0,0,0,0,19959.24,7
0660039410,1,Menos de 2.5 mil,05,Si,Si,No,0,0,0,0,46422.75,7
0660040501,1,Menos de 2.5 mil,06,Si,Si,Si,1,0,1,0,37470.16,22
0660040502,1,Menos de 2.5 mil,06,Si,Si,Si,0,0,1,0,33099.92,22
0660040503,1,Menos de 2.5 mil,09,Si,Si,Si,0,0,1,0,54840.04,22
0660040504,1,Menos de 2.5 mil,06,Si,No,No,0,0,0,0,26962.13,22
0660040505,1,Menos de 2.5 mil,06,Si,Si,No,1,0,1,0,68122.74,22
0660040506,1,Menos de 2.5 mil,04,No,No,No,0,0,1,0,14176.89,22
0660040607,1,Menos de 2.5 mil,06,Si,No,Si,0,0,1,0,35083.15,22
0660040608,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,23462.5,22
0660040609,1,Menos de 2.5 mil,03,Si,No,Si,0,1,1,0,29690.46,22
0660040610,1,Menos de 2.5 mil,03,Si,Si,No,0,1,1,0,38412.61,22
0660040612,1,Menos de 2.5 mil,06,Si,Si,Si,1,0,1,0,40094.54,22
0660040713,1,Menos de 2.5 mil,06,Si,No,Si,0,0,1,1,47869.43,22
0660040714,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,23377.09,22
0660040715,1,Menos de 2.5 mil,03,No,No,No,0,0,1,0,19084.28,22
0660040716,1,Menos de 2.5 mil,04,Si,Si,No,1,0,1,0,23283.33,22
0660040717,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,1,40074.03,22
0660040718,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,17901.63,22
0660040819,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,29327.97,22
0660040820,1,Menos de 2.5 mil,03,No,No,No,0,0,1,0,18944.26,22
0660040821,1,Menos de 2.5 mil,08,Si,Si,No,1,0,0,1,34646.78,22
0660040822,1,Menos de 2.5 mil,11,Si,No,Si,0,0,1,4,164311.44,22
0660040823,1,Menos de 2.5 mil,04,Si,No,No,0,0,0,0,30087.63,22
0660040824,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,46421.99,22
0660041014,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,20732.77,19
0660041015,1,Menos de 2.5 mil,01,No,No,No,0,0,1,0,32965.94,19
0660041016,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,18183.71,19
0660041017,1,Menos de 2.5 mil,01,Si,Si,Si,0,0,1,1,49561.42,19
0660041201,1,Menos de 2.5 mil,01,Si,No,No,0,0,0,0,19908.71,19
0660041202,1,Menos de 2.5 mil,01,Si,Si,No,0,0,0,0,4126.24,19
0660041203,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,32828.1,19
0660041205,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,0,17359.01,19
0660041206,1,Menos de 2.5 mil,01,No,No,No,0,0,1,0,10228.04,19
0660041207,1,Menos de 2.5 mil,03,No,Si,No,0,0,0,0,12145.81,19
0660041208,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,2,33919.5,19
0660041209,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,26651.93,19
0660041210,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,39110.08,19
0660041318,1,Menos de 2.5 mil,06,Si,No,No,1,1,1,1,57336.31,19
0660041319,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,52627.4,19
0660041320,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,44315.32,19
0660041321,1,Menos de 2.5 mil,04,Si,Si,No,0,1,1,0,25794.51,19
0660041322,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,17947.84,19
0660041323,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,26692.31,19
0660041924,1,Menos de 2.5 mil,01,No,No,Si,0,0,0,1,14006.93,19
0660041925,1,Menos de 2.5 mil,05,Si,Si,No,0,0,1,0,19525.28,19
0660041926,1,Menos de 2.5 mil,03,No,No,No,0,0,1,0,13073.93,19
0660041927,1,Menos de 2.5 mil,04,Si,No,No,1,0,1,0,62983.01,19
0660041928,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,38097.47,19
0660041929,1,Menos de 2.5 mil,01,No,No,No,0,0,1,0,16199.15,19
0660043401,1,Menos de 2.5 mil,06,Si,Si,No,1,0,1,1,38609.72,20
0660043402,1,Menos de 2.5 mil,06,Si,Si,No,1,0,1,0,54921.43,20
0660043403,1,Menos de 2.5 mil,03,No,No,No,0,0,1,0,16378.75,20
0660043404,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,52409.51,20
0660043405,1,Menos de 2.5 mil,08,Si,No,No,0,0,0,0,26911.12,20
0660043406,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,24863.02,20
0660043407,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,42996.13,20
0660043408,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,20972.76,20
0660043409,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,19068.63,20
0660043410,1,Menos de 2.5 mil,06,Si,No,No,1,0,1,1,200581.35,20
0660043517,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,0,23392.86,20
0660043518,1,Menos de 2.5 mil,08,Si,No,No,0,0,0,0,30071.64,20
0660043519,1,Menos de 2.5 mil,04,No,Si,No,0,0,0,0,23464.83,20
0660043520,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,24049.42,20
0660043621,1,Menos de 2.5 mil,06,Si,No,No,0,1,1,0,87643.73,20
0660043623,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,28430.04,20
0660043625,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,25681.22,20
0660043711,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,32983.04,20
0660043712,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,10077.31,20
0660043713,1,Menos de 2.5 mil,08,Si,Si,No,1,0,1,0,83100.32,20
0660043714,1,Menos de 2.5 mil,08,Si,Si,No,0,1,0,0,14834.87,20
0660043715,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,12286.34,20
0660045012,1,Menos de 2.5 mil,03,No,No,No,0,0,0,0,17441.71,11
0660045013,1,Menos de 2.5 mil,03,Si,Si,Si,0,0,1,1,41737.95,11
0660045016,1,Menos de 2.5 mil,10,Si,No,Si,1,0,1,1,78407.59,11
0660045208,1,Menos de 2.5 mil,10,Si,Si,Si,1,1,1,0,96159.31,11
0660045209,1,Menos de 2.5 mil,09,Si,Si,No,0,0,0,1,33749.82,11
0660045210,1,Menos de 2.5 mil,08,Si,Si,Si,1,1,1,2,99159.82,11
0660045220,1,Menos de 2.5 mil,04,Si,No,No,1,0,1,0,27187.47,11
0660045221,1,Menos de 2.5 mil,10,Si,Si,No,1,0,1,0,160442.61,11
0660045801,1,Menos de 2.5 mil,06,Si,Si,Si,0,1,1,1,200458.99,11
0660045803,1,Menos de 2.5 mil,09,Si,Si,Si,1,1,1,1,98174.95,11
0660045804,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,26111.79,11
0660045805,1,Menos de 2.5 mil,10,Si,No,No,0,0,1,1,339737.69,11
0660045922,1,Menos de 2.5 mil,11,Si,Si,No,1,0,1,1,59973.69,11
0660045923,1,Menos de 2.5 mil,11,Si,Si,No,2,1,1,0,213347.6,11
0660045924,1,Menos de 2.5 mil,07,Si,Si,No,0,0,1,0,521917.94,11
0660045925,1,Menos de 2.5 mil,10,Si,No,No,0,0,0,0,27670.56,11
0660045926,1,Menos de 2.5 mil,01,Si,No,No,0,0,0,0,17103.75,11
0660047301,1,Menos de 2.5 mil,04,Si,No,No,0,0,0,0,23790.44,22
0660047302,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,99513.81,22
0660047303,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,14544.19,22
0660047304,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,13310.22,22
0660047306,1,Menos de 2.5 mil,05,No,No,No,0,0,0,0,5064.84,22
0660047308,1,Menos de 2.5 mil,04,Si,No,No,0,0,0,0,23658.09,22
0660047309,1,Menos de 2.5 mil,04,Si,No,No,0,0,0,0,15219.49,22
0660047310,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,24490.52,22
0660047411,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,18292.56,22
0660047413,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,2,13528.11,22
0660047414,1,Menos de 2.5 mil,03,No,No,No,0,0,1,1,38608.42,22
0660047415,1,Menos de 2.5 mil,03,No,No,No,0,0,0,0,41138.33,22
0660047516,1,Menos de 2.5 mil,03,Si,No,No,1,0,1,0,40890.47,22
0660047517,1,Menos de 2.5 mil,04,Si,No,Si,0,0,1,1,25128.26,22
0660047518,1,Menos de 2.5 mil,10,Si,No,No,0,0,0,0,53039.06,22
0660047519,1,Menos de 2.5 mil,03,Si,Si,Si,1,0,1,1,43818.1,22
0660047520,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,16370.05,22
0660047622,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,64071.03,22
0660047623,1,Menos de 2.5 mil,07,Si,Si,No,0,0,0,0,43004.67,22
0660047624,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,0,10268.84,22
0660047625,1,Menos de 2.5 mil,04,Si,Si,Si,0,1,1,4,80517.81,22
0660049022,1,Menos de 2.5 mil,03,Si,Si,Si,0,0,1,0,32581.57,21
0660049023,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,25148.87,21
0660049024,1,Menos de 2.5 mil,06,Si,Si,No,0,0,0,0,36587.9,21
0660049025,1,Menos de 2.5 mil,06,Si,No,No,1,0,1,0,16426.35,21
0660049701,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,3802.91,21
0660049702,1,Menos de 2.5 mil,06,Si,No,No,0,0,0,0,21767.2,21
0660049703,1,Menos de 2.5 mil,04,Si,No,No,0,0,0,0,18661.25,21
0660049704,1,Menos de 2.5 mil,03,Si,Si,No,0,1,1,0,31903.25,21
0660049705,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,17077.1,21
0660049711,1,Menos de 2.5 mil,10,Si,Si,No,1,0,1,1,34598.36,21
0660049712,1,Menos de 2.5 mil,08,Si,Si,No,1,0,1,1,24450.59,21
0660049713,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,17824.68,21
0660049714,1,Menos de 2.5 mil,03,Si,No,No,0,0,0,0,19773.62,21
0660049715,1,Menos de 2.5 mil,06,Si,Si,No,0,0,1,0,31745.89,21
0660049816,1,Menos de 2.5 mil,04,Si,Si,No,1,0,1,0,24700.21,21
0660049817,1,Menos de 2.5 mil,06,Si,Si,No,0,0,0,0,16254.08,21
0660049818,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,16819.83,21
0660049819,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,0,30928.93,21
0660049820,1,Menos de 2.5 mil,08,Si,Si,No,0,0,1,1,33356.42,21
0660049906,1,Menos de 2.5 mil,04,Si,No,No,0,1,1,0,23395.57,21
0660049907,1,Menos de 2.5 mil,01,Si,No,No,0,0,0,0,18534.42,21
0660049909,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,24758.65,21
0660049910,1,Menos de 2.5 mil,01,Si,No,No,0,0,1,0,14012.1,21
0660050206,1,Menos de 2.5 mil,07,Si,Si,Si,0,0,1,0,24584.64,21
0660050207,1,Menos de 2.5 mil,03,Si,No,No,0,0,1,0,41934.85,21
0660050208,1,Menos de 2.5 mil,06,No,No,No,0,0,1,0,10118.15,21
0660050209,1,Menos de 2.5 mil,01,Si,Si,Si,0,0,1,0,10181.62,21
0660050210,1,Menos de 2.5 mil,03,No,No,No,0,0,1,0,46920.08,21
0660050212,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,28766.8,21
0660050213,1,Menos de 2.5 mil,01,No,No,No,0,0,1,0,7996.26,21
0660050214,1,Menos de 2.5 mil,04,No,No,No,0,0,0,0,10138.02,21
0660050215,1,Menos de 2.5 mil,03,Si,Si,No,0,0,1,0,31890.17,21
0660050301,1,Menos de 2.5 mil,06,No,Si,No,0,0,0,0,35173.65,21
0660050302,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,38658.63,21
0660050303,1,Menos de 2.5 mil,03,No,Si,No,0,1,0,0,72957.74,21
0660050305,1,Menos de 2.5 mil,03,No,Si,No,1,0,1,0,80394.53,21
0660050422,1,Menos de 2.5 mil,04,Si,No,Si,0,0,0,0,13881.82,21
0660050423,1,Menos de 2.5 mil,04,Si,No,Si,0,0,1,0,8596.06,21
0660050424,1,Menos de 2.5 mil,04,Si,Si,No,0,0,1,0,28002.45,21
0660050425,1,Menos de 2.5 mil,06,Si,Si,Si,0,0,1,0,35569.1,21
0660050516,1,Menos de 2.5 mil,04,Si,Si,Si,0,1,1,0,15295.19,21
0660050517,1,Menos de 2.5 mil,09,Si,No,No,0,0,1,0,28520.02,21
0660050518,1,Menos de 2.5 mil,03,Si,Si,Si,0,0,1,0,69707,21
0660050519,1,Menos de 2.5 mil,08,No,No,No,0,0,1,0,30336.92,21
0660050520,1,Menos de 2.5 mil,01,No,No,No,0,0,1,0,17088.26,21
0660053601,1,Menos de 2.5 mil,06,Si,Si,No,0,0,0,0,51070.25,16
0660053602,1,Menos de 2.5 mil,04,Si,No,No,0,0,1,0,16746.93,16
0660053603,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,13736.06,16
0660053604,1,Menos de 2.5 mil,07,Si,Si,No,0,0,1,0,18354.09,16
0660053605,1,Menos de 2.5 mil,06,Si,No,No,0,0,1,0,12836.04,16
0660053616,1,Menos de 2.5 mil,03,Si,Si,No,0,0,0,0,30078.2,16
0660053617,1,Menos de 2.5 mil,01,Si,Si,No,0,0,1,0,88745.79,16
